Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
388,33,189.670,110.156,0,2.580,1.737,3.633,8.326,20.364,0.020
388,34,190.484,109.316,0,2.602,1.742,3.650,8.369,20.467,0.018
388,35,189.583,108.382,0,2.717,1.757,3.691,8.466,20.666,0.031
388,36,189.585,107.536,0,2.690,1.755,3.685,8.444,20.600,0.026
388,37,190.449,107.132,0,2.494,1.752,3.710,8.605,21.290,0.025
388,38,189.630,106.238,0,2.487,1.736,3.639,8.360,20.496,0.018
388,39,189.607,105.315,0,2.413,1.761,3.725,8.616,21.223,0.008
388,40,189.593,104.267,0,2.452,1.738,3.641,8.351,20.428,0.011
388,41,189.609,103.333,0,2.488,1.731,3.619,8.298,20.311,0.013
388,42,190.494,102.467,0,2.478,1.756,3.699,8.519,20.905,0.024
388,43,190.506,101.260,0,2.370,1.725,3.600,8.242,20.156,0.008
388,44,190.503,100.101,0,2.351,1.758,3.724,8.635,21.334,0.014
388,45,191.433,99.077,0,2.369,1.771,3.787,8.857,22.054,0.015
388,46,190.531,97.419,0,2.587,1.783,3.790,8.780,21.617,0.054
388,47,190.554,96.020,0,2.547,1.759,3.728,8.644,21.350,0.025
388,48,190.562,94.595,0,2.803,1.788,3.797,8.776,21.534,0.038
388,49,187.496,102.794,0,3.678,1.526,2.841,5.803,12.716,0.019
388,50,187.660,101.566,0,3.552,1.524,2.835,5.785,12.669,0.027
388,51,187.653,100.503,0,3.530,1.517,2.801,5.662,12.262,0.024
388,52,187.639,99.449,0,3.873,1.506,2.763,5.546,11.919,0.010
388,53,188.506,106.264,0,3.983,1.591,3.056,6.419,14.411,0.049
388,54,188.478,105.350,0,4.181,1.579,3.010,6.262,13.908,0.022
388,55,188.440,104.331,0,4.157,1.583,3.022,6.299,14.012,0.028
388,56,188.386,103.487,0,4.179,1.576,3.000,6.233,13.829,0.022
388,57,188.267,102.643,0,4.192,1.595,3.069,6.450,14.473,0.036
388,58,188.222,101.780,0,4.112,1.612,3.135,6.663,15.131,0.044
388,59,187.854,101.091,0,3.910,1.610,3.149,6.762,15.564,0.051
388,60,187.860,100.206,0,4.062,1.603,3.115,6.637,15.140,0.042
388,61,187.710,99.322,0,4.123,1.585,3.041,6.383,14.324,0.039
388,62,187.719,98.475,0,4.137,1.578,3.016,6.302,14.082,0.036
388,63,187.699,97.471,0,4.171,1.569,2.978,6.178,13.701,0.031
388,64,187.700,96.510,0,3.980,1.575,3.001,6.254,13.937,0.040
388,65,187.668,95.531,0,4.124,1.574,2.995,6.228,13.846,0.030
388,66,187.713,94.555,0,4.170,1.573,2.997,6.240,13.893,0.038
388,67,187.743,93.569,0,3.968,1.574,2.996,6.233,13.860,0.038
388,68,187.783,92.503,0,4.073,1.592,3.060,6.430,14.435,0.045
388,69,187.795,91.512,0,4.177,1.590,3.057,6.427,14.449,0.033
388,70,187.800,90.475,0,4.166,1.583,3.035,6.371,14.308,0.036
388,71,187.851,89.495,0,4.074,1.587,3.055,6.443,14.549,0.032
388,72,187.871,88.428,0,4.036,1.603,3.110,6.607,15.020,0.039
388,73,187.832,87.369,0,4.010,1.609,3.125,6.638,15.072,0.049
388,74,187.827,86.340,0,3.883,1.620,3.168,6.773,15.475,0.066
388,75,187.820,85.357,0,3.954,1.581,3.027,6.345,14.227,0.043
388,76,187.810,84.274,0,4.128,1.593,3.072,6.483,14.635,0.026
388,77,187.745,83.351,0,3.894,1.594,3.069,6.460,14.532,0.056
388,78,187.752,82.461,0,4.102,1.582,3.026,6.326,14.135,0.036
388,79,187.734,81.537,0,4.153,1.590,3.054,6.411,14.383,0.030
388,80,187.808,80.527,0,4.228,1.586,3.040,6.372,14.277,0.033
388,81,187.744,79.616,0,4.103,1.581,3.024,6.324,14.146,0.050
388,82,187.765,78.716,0,4.122,1.582,3.032,6.363,14.290,0.042
388,83,187.835,77.840,0,4.012,1.598,3.094,6.568,14.929,0.064
388,84,187.868,76.848,0,3.991,1.597,3.095,6.573,14.952,0.056
388,85,187.860,76.116,0,3.998,1.622,3.187,6.862,15.812,0.057
388,86,187.873,75.168,0,3.976,1.608,3.139,6.724,15.424,0.045
388,87,187.907,74.303,0,3.990,1.602,3.111,6.623,15.097,0.053
388,88,188.168,73.251,0,4.090,1.579,3.021,6.322,14.149,0.025
388,89,187.979,72.322,0,4.128,1.614,3.160,6.789,15.624,0.044
388,90,187.937,71.447,0,4.055,1.595,3.088,6.556,14.908,0.060
388,91,187.966,70.519,0,4.092,1.600,3.105,6.605,15.051,0.059
388,92,188.179,69.657,0,4.149,1.596,3.072,6.456,14.485,0.054
388,93,187.941,68.641,0,4.128,1.597,3.091,6.558,14.899,0.050
388,94,187.902,67.695,0,4.192,1.607,3.121,6.637,15.096,0.053
388,95,187.870,66.751,0,4.108,1.592,3.074,6.509,14.765,0.060
388,96,187.824,66.125,0,4.109,1.616,3.166,6.800,15.632,0.047
388,97,187.727,65.154,0,4.190,1.616,3.156,6.745,15.416,0.047
388,98,187.698,64.213,0,4.126,1.605,3.113,6.607,14.991,0.046
388,99,187.683,63.351,0,4.267,1.610,3.123,6.611,14.935,0.047
388,100,187.623,62.481,0,4.200,1.575,2.996,6.221,13.793,0.027
388,101,187.615,61.572,0,4.154,1.585,3.031,6.333,14.135,0.036
388,102,187.543,60.689,0,4.168,1.594,3.063,6.424,14.387,0.039
388,103,187.420,59.718,0,4.135,1.579,3.012,6.277,13.977,0.027
388,104,187.518,59.060,0,4.176,1.583,3.040,6.392,14.379,0.048
388,105,187.441,58.202,0,4.118,1.586,3.041,6.376,14.293,0.044
388,106,187.431,57.297,0,4.375,1.600,3.081,6.476,14.525,0.021
388,107,187.438,56.504,0,4.283,1.594,3.060,6.409,14.326,0.039
388,108,187.425,55.623,0,4.390,1.599,3.083,6.491,14.595,0.030
388,109,187.415,54.754,0,4.365,1.610,3.128,6.642,15.068,0.033
388,110,187.480,54.070,0,4.290,1.596,3.082,6.513,14.721,0.055
388,111,187.497,53.144,0,4.076,1.585,3.038,6.372,14.288,0.043
388,112,187.518,52.228,0,4.257,1.580,3.020,6.309,14.089,0.043
388,113,187.578,51.360,0,4.384,1.602,3.087,6.491,14.563,0.033
388,114,187.574,50.533,0,4.432,1.577,3.004,6.251,13.895,0.023
388,115,187.546,49.697,0,4.349,1.577,3.004,6.255,13.916,0.019
388,116,187.587,48.768,0,4.207,1.594,3.066,6.448,14.491,0.045
388,117,187.589,48.146,0,4.335,1.586,3.045,6.393,14.350,0.033
388,118,187.608,47.313,0,4.380,1.587,3.038,6.349,14.172,0.035
388,119,187.670,46.471,0,4.496,1.575,2.999,6.242,13.883,0.021
388,120,187.675,45.623,0,4.290,1.595,3.069,6.446,14.463,0.036
388,121,187.667,44.815,0,4.345,1.598,3.086,6.523,14.745,0.037
388,122,187.705,44.171,0,4.354,1.616,3.156,6.741,15.391,0.035
388,123,187.771,43.404,0,4.468,1.580,3.021,6.323,14.149,0.024
388,124,187.752,42.600,0,4.390,1.608,3.113,6.583,14.870,0.034
388,125,192.739,48.728,0,3.599,1.490,2.714,5.415,11.580,0.011
388,126,192.772,47.976,0,3.584,1.527,2.860,5.896,13.069,0.022
388,127,192.819,47.365,0,3.583,1.491,2.722,5.461,11.771,0.007
389,31,175.212,162.901,0,1.098,1.189,1.803,3.002,5.413,0.009
389,32,181.517,165.616,0,3.623,1.611,3.124,6.610,14.921,0.044
389,33,181.510,164.700,0,3.704,1.611,3.120,6.591,14.849,0.046
389,34,181.537,163.999,0,3.706,1.608,3.140,6.723,15.418,0.042
389,35,181.662,163.168,0,3.503,1.608,3.124,6.642,15.100,0.032
389,36,181.576,162.320,0,3.632,1.625,3.189,6.849,15.723,0.028
389,37,181.623,161.495,0,3.689,1.604,3.098,6.535,14.716,0.038
389,38,181.577,160.599,0,3.821,1.622,3.159,6.713,15.211,0.050
389,39,181.568,159.749,0,3.897,1.607,3.111,6.577,14.847,0.039
389,40,181.521,159.045,0,3.820,1.630,3.212,6.938,16.039,0.039
389,41,181.540,157.843,0,3.662,1.629,3.189,6.811,15.514,0.036
389,42,181.628,156.761,0,3.687,1.626,3.174,6.760,15.353,0.040
389,43,181.748,155.683,0,3.700,1.622,3.159,6.714,15.217,0.049
389,44,181.754,154.439,0,3.682,1.598,3.082,6.494,14.617,0.039
389,45,181.886,153.304,0,3.687,1.614,3.151,6.735,15.400,0.033
389,46,182.305,152.096,0,3.622,1.658,3.311,7.236,16.898,0.028
389,47,182.397,150.784,0,3.570,1.614,3.137,6.656,15.075,0.038
389,48,182.508,149.522,0,3.535,1.633,3.204,6.859,15.655,0.042
389,49,182.579,148.335,0,3.686,1.635,3.210,6.879,15.731,0.053
389,50,185.348,155.183,0,3.047,1.583,3.030,6.344,14.195,0.016
389,51,185.395,154.129,0,3.079,1.580,3.020,6.316,14.119,0.018
389,52,185.385,153.081,0,3.162,1.617,3.154,6.725,15.314,0.007
389,53,185.305,151.956,0,3.309,1.613,3.164,6.815,15.742,0.015
389,54,185.403,151.201,0,3.228,1.589,3.052,6.409,14.384,0.014
389,55,185.283,150.258,0,3.351,1.580,3.025,6.344,14.242,0.027
389,56,185.235,149.438,0,3.194,1.589,3.053,6.420,14.443,0.015
389,57,185.214,148.501,0,3.263,1.593,3.071,6.484,14.654,0.017
389,58,184.732,147.576,0,3.383,1.609,3.141,6.727,15.438,0.019
389,59,184.577,146.756,0,3.129,1.600,3.107,6.616,15.101,0.013
389,60,184.514,145.935,0,3.144,1.618,3.180,6.862,15.877,0.009
389,61,184.448,145.152,0,3.366,1.621,3.173,6.791,15.532,0.016
389,62,184.436,144.169,0,3.354,1.606,3.121,6.639,15.107,0.019
389,63,184.527,143.286,0,3.354,1.601,3.104,6.588,14.966,0.024
389,64,184.436,142.299,0,3.280,1.605,3.110,6.588,14.915,0.018
389,65,184.475,141.355,0,3.222,1.585,3.036,6.360,14.245,0.025
389,66,184.459,140.342,0,3.332,1.586,3.050,6.431,14.528,0.021
389,67,184.431,139.333,0,3.373,1.581,3.033,6.372,14.339,0.032
389,68,184.461,138.328,0,3.373,1.597,3.082,6.508,14.698,0.021
389,69,184.432,137.281,0,3.180,1.603,3.107,6.592,14.962,0.010
389,70,184.530,136.202,0,3.415,1.595,3.079,6.501,14.681,0.027
389,71,184.531,135.302,0,3.348,1.610,3.130,6.655,15.124,0.015
389,72,184.502,134.245,0,3.302,1.593,3.065,6.453,14.519,0.019
389,73,184.523,133.188,0,3.189,1.622,3.168,6.760,15.401,0.008
389,74,184.432,132.129,0,3.278,1.612,3.137,6.675,15.182,0.018
389,75,184.457,131.200,0,3.256,1.605,3.111,6.601,14.970,0.013
389,76,184.423,130.256,0,3.388,1.593,3.073,6.490,14.664,0.036
389,77,184.444,129.226,0,3.315,1.609,3.127,6.646,15.097,0.022
389,78,184.393,128.296,0,3.420,1.595,3.072,6.466,14.552,0.030
389,79,184.287,127.272,0,3.435,1.589,3.058,6.444,14.537,0.027
389,80,184.361,126.382,0,3.412,1.598,3.087,6.530,14.779,0.024
389,81,184.261,125.521,0,3.383,1.582,3.033,6.373,14.347,0.029
389,82,184.224,124.548,0,3.419,1.596,3.083,6.529,14.804,0.028
389,83,184.266,123.623,0,3.405,1.595,3.085,6.546,14.889,0.024
389,84,184.250,122.703,0,3.286,1.614,3.158,6.780,15.600,0.014
389,85,184.319,121.820,0,3.263,1.633,3.225,6.984,16.187,0.006
389,86,184.349,120.837,0,3.284,1.632,3.220,6.963,16.116,0.006
389,87,184.330,119.848,0,3.360,1.609,3.142,6.734,15.475,0.020
389,88,183.920,118.933,0,3.026,1.594,3.110,6.683,15.433,0.008
389,89,184.359,118.206,0,3.483,1.592,3.075,6.508,14.749,0.033
389,90,184.447,117.338,0,3.355,1.614,3.147,6.716,15.323,0.010
389,91,184.404,116.289,0,3.510,1.610,3.128,6.652,15.130,0.023
389,92,184.355,115.366,0,3.498,1.591,3.064,6.467,14.613,0.038
389,93,184.429,114.495,0,3.365,1.580,3.033,6.384,14.398,0.025
389,94,184.304,113.584,0,3.314,1.580,3.023,6.335,14.214,0.021
389,95,184.267,112.610,0,3.387,1.595,3.086,6.552,14.917,0.013
389,96,184.221,111.757,0,3.460,1.591,3.079,6.544,14.926,0.027
389,97,183.807,110.856,0,3.457,1.599,3.112,6.653,15.260,0.024
389,98,183.715,109.940,0,3.352,1.637,3.244,7.051,16.408,0.007
389,99,183.676,108.975,0,3.369,1.636,3.245,7.069,16.495,0.008
389,100,183.599,108.143,0,3.427,1.623,3.188,6.863,15.808,0.014
389,101,183.623,107.396,0,3.523,1.594,3.081,6.530,14.828,0.034
389,102,183.521,106.504,0,3.493,1.584,3.046,6.418,14.491,0.040
389,103,183.558,105.673,0,3.453,1.572,3.002,6.290,14.129,0.025
389,104,183.387,104.800,0,3.333,1.623,3.185,6.854,15.787,0.011
389,105,183.445,103.946,0,3.225,1.613,3.162,6.808,15.715,0.008
389,106,183.394,103.013,0,3.365,1.626,3.216,6.992,16.297,0.007
389,107,183.381,102.292,0,3.414,1.561,2.962,6.159,13.725,0.026
389,108,183.469,101.405,0,3.458,1.595,3.082,6.523,14.781,0.018
389,109,183.357,100.561,0,3.357,1.583,3.038,6.392,14.412,0.028
389,110,183.477,99.709,0,3.641,1.606,3.123,6.660,15.216,0.030
389,111,183.484,98.854,0,3.380,1.592,3.087,6.584,15.075,0.013
389,112,183.518,98.169,0,3.481,1.601,3.101,6.577,14.923,0.011
389,113,183.488,97.244,0,3.320,1.588,3.051,6.418,14.438,0.011
389,114,183.511,96.336,0,3.458,1.609,3.133,6.688,15.288,0.015
389,115,183.547,95.452,0,3.617,1.595,3.079,6.510,14.735,0.033
389,116,183.621,94.743,0,3.496,1.591,3.072,6.506,14.776,0.017
389,117,183.502,93.904,0,3.519,1.603,3.127,6.700,15.403,0.011
389,118,183.647,93.179,0,3.482,1.622,3.174,6.795,15.538,0.008
389,119,183.683,92.325,0,3.640,1.610,3.139,6.705,15.332,0.019
389,120,183.661,91.505,0,3.666,1.606,3.117,6.623,15.049,0.031
389,121,183.644,90.846,0,3.455,1.591,3.077,6.538,14.900,0.019
389,122,183.727,90.116,0,3.575,1.592,3.076,6.513,14.761,0.020
389,123,183.727,89.274,0,3.549,1.608,3.127,6.657,15.154,0.016
389,124,183.699,88.457,0,3.462,1.598,3.096,6.577,14.968,0.016
389,125,183.768,87.631,0,3.569,1.591,3.066,6.476,14.652,0.021
389,126,184.149,87.113,0,3.251,1.587,3.056,6.447,14.560,0.012
389,127,184.196,86.271,0,3.435,1.570,2.992,6.246,13.970,0.030
390,31,187.501,229.934,0,2.322,1.663,3.329,7.285,17.003,0.011
390,32,187.524,228.857,0,2.321,1.666,3.340,7.315,17.083,0.014
390,33,187.597,227.850,0,2.275,1.670,3.356,7.368,17.251,0.022
390,34,187.597,226.876,0,2.360,1.672,3.370,7.432,17.489,0.012
390,35,187.794,225.931,0,2.220,1.678,3.400,7.542,17.860,0.008
390,36,188.259,224.911,0,2.131,1.653,3.310,7.258,16.995,0.005
390,37,188.289,224.557,0,2.531,1.756,3.657,8.272,19.859,0.026
390,38,188.436,223.720,0,2.350,1.683,3.397,7.486,17.585,0.011
390,39,188.648,222.806,0,2.422,1.678,3.392,7.501,17.707,0.009
390,40,188.522,221.952,0,2.412,1.645,3.278,7.159,16.712,0.006
390,41,188.570,220.977,0,2.323,1.679,3.408,7.573,17.968,0.006
390,42,188.604,219.888,0,2.257,1.679,3.400,7.529,17.796,0.005
390,43,188.803,218.790,0,2.285,1.697,3.476,7.788,18.619,0.007
390,44,188.747,217.841,0,2.376,1.707,3.511,7.903,18.982,0.006
390,46,189.372,215.055,0,2.230,1.628,3.232,7.049,16.462,0.005
391,32,158.115,162.641,0,1.574,1.369,2.341,4.411,8.986,0.020
391,33,154.745,170.922,0,3.698,1.664,3.325,7.256,16.886,0.028
391,34,154.705,170.342,0,3.815,1.643,3.235,6.944,15.883,0.042
391,35,150.663,175.997,0,1.882,1.473,2.677,5.351,11.497,0.006
391,36,150.519,175.146,0,2.018,1.424,2.511,4.872,10.185,0.009
391,37,150.564,174.372,0,2.077,1.412,2.474,4.777,9.967,0.013
391,38,153.260,182.657,0,2.779,1.784,3.779,8.706,21.279,0.060
391,39,153.307,182.413,0,3.043,1.860,4.042,9.482,23.484,0.014
391,40,153.197,180.798,0,2.823,1.808,3.857,8.926,21.873,0.088
391,41,159.794,187.492,0,0.944,1.030,1.373,1.981,3.101,0.014
391,42,160.009,186.529,0,0.934,1.107,1.602,2.553,4.442,0.015
391,44,160.239,184.166,0,0.969,1.077,1.493,2.253,3.688,0.010
391,45,160.457,183.094,0,0.924,1.073,1.481,2.226,3.635,0.008
391,46,161.352,188.575,0,2.092,1.348,2.269,4.212,8.460,0.023
391,47,161.509,187.290,0,2.065,1.337,2.237,4.133,8.278,0.016
391,48,161.620,186.155,0,1.980,1.362,2.341,4.490,9.422,0.025
391,49,161.853,185.002,0,2.063,1.414,2.529,5.057,11.041,0.011
391,50,161.951,183.720,0,2.077,1.407,2.458,4.718,9.747,0.018
391,51,162.056,182.629,0,2.034,1.397,2.421,4.610,9.435,0.023
391,52,162.012,181.619,0,2.174,1.412,2.466,4.725,9.711,0.015
391,53,162.038,180.684,0,2.058,1.378,2.363,4.456,9.043,0.021
391,54,161.977,179.705,0,2.047,1.435,2.550,4.982,10.473,0.009
391,55,161.869,178.778,0,2.096,1.373,2.348,4.417,8.955,0.014
391,56,161.806,178.018,0,2.105,1.387,2.437,4.790,10.296,0.012
391,57,161.667,177.108,0,2.126,1.355,2.317,4.416,9.199,0.021
391,58,161.464,176.271,0,2.020,1.330,2.219,4.098,8.236,0.018
391,59,161.339,175.279,0,2.194,1.367,2.328,4.372,8.884,0.018
391,60,161.202,174.522,0,2.145,1.360,2.308,4.313,8.701,0.024
391,61,161.098,173.593,0,2.271,1.396,2.421,4.620,9.502,0.025
391,62,161.035,172.546,0,1.980,1.397,2.427,4.631,9.505,0.010
391,63,160.962,171.731,0,2.170,1.403,2.433,4.616,9.378,0.014
391,64,160.900,170.913,0,2.018,1.401,2.501,5.012,10.996,0.016
391,65,160.908,169.992,0,1.968,1.398,2.482,4.938,10.750,0.012
391,66,161.025,168.695,0,2.128,1.414,2.487,4.814,10.040,0.013
391,67,160.892,167.799,0,2.131,1.404,2.448,4.696,9.709,0.023
391,68,160.958,166.927,0,2.018,1.422,2.569,5.198,11.491,0.011
391,69,161.012,165.762,0,2.110,1.404,2.451,4.712,9.761,0.013
391,70,161.143,164.751,0,2.186,1.404,2.463,4.773,10.009,0.012
391,71,161.108,163.630,0,2.201,1.369,2.332,4.363,8.784,0.028
391,72,161.129,162.749,0,2.253,1.405,2.470,4.806,10.128,0.021
391,73,161.036,161.796,0,2.116,1.415,2.495,4.854,10.193,0.009
391,74,161.063,160.706,0,2.101,1.397,2.428,4.640,9.546,0.014
391,75,160.992,159.744,0,2.180,1.423,2.509,4.860,10.119,0.016
391,76,160.983,158.700,0,2.092,1.401,2.443,4.687,9.682,0.020
391,77,160.921,157.743,0,2.151,1.434,2.542,4.951,10.369,0.016
391,78,160.853,156.979,0,2.038,1.407,2.512,5.025,10.996,0.016
391,79,160.771,155.992,0,2.072,1.409,2.519,5.046,11.061,0.012
391,80,160.694,155.016,0,2.107,1.349,2.320,4.476,9.493,0.019
391,81,160.709,154.107,0,2.039,1.355,2.319,4.429,9.249,0.027
391,82,160.711,153.081,0,2.071,1.363,2.355,4.548,9.629,0.021
391,83,160.732,152.145,0,2.100,1.377,2.397,4.656,9.888,0.020
391,84,160.720,151.262,0,2.170,1.360,2.326,4.420,9.153,0.021
391,85,160.710,150.390,0,2.168,1.362,2.320,4.373,8.938,0.020
391,86,160.766,149.332,0,2.172,1.377,2.372,4.519,9.327,0.020
391,87,160.765,148.391,0,2.172,1.348,2.267,4.198,8.392,0.025
391,88,160.841,147.605,0,2.176,1.350,2.261,4.146,8.155,0.018
391,89,160.832,146.607,0,2.315,1.368,2.323,4.333,8.693,0.021
391,90,160.840,145.762,0,2.300,1.406,2.465,4.770,9.976,0.015
391,91,160.762,144.942,0,2.049,1.401,2.508,5.057,11.208,0.014
391,92,160.839,143.822,0,2.348,1.401,2.443,4.696,9.757,0.022
391,93,160.805,142.839,0,2.195,1.400,2.437,4.679,9.710,0.021
391,94,160.682,142.126,0,2.087,1.363,2.346,4.503,9.455,0.017
391,95,160.721,141.186,0,2.001,1.335,2.243,4.183,8.496,0.018
391,96,160.504,140.266,0,2.188,1.334,2.235,4.150,8.396,0.022
391,97,160.479,139.392,0,2.260,1.333,2.215,4.049,8.000,0.023
391,98,160.262,138.533,0,2.211,1.365,2.315,4.318,8.686,0.019
391,99,160.176,137.567,0,2.180,1.358,2.289,4.234,8.422,0.018
391,100,160.148,136.689,0,2.304,1.401,2.446,4.716,9.824,0.023
391,101,160.059,135.690,0,2.181,1.384,2.384,4.514,9.199,0.018
391,102,159.965,135.028,0,2.196,1.417,2.531,5.037,10.913,0.017
391,103,159.898,134.208,0,2.257,1.383,2.403,4.635,9.715,0.022
391,104,159.781,133.354,0,2.046,1.379,2.371,4.504,9.258,0.021
391,105,159.828,132.422,0,2.043,1.369,2.335,4.386,8.889,0.015
391,106,159.838,131.511,0,2.216,1.362,2.305,4.284,8.559,0.016
391,107,159.797,130.669,0,2.134,1.362,2.301,4.260,8.471,0.027
391,108,159.838,129.748,0,2.199,1.403,2.443,4.682,9.675,0.018
391,109,159.742,129.030,0,2.105,1.378,2.402,4.680,9.975,0.017
391,110,159.850,128.186,0,2.136,1.374,2.373,4.547,9.470,0.022
391,111,159.823,127.394,0,2.195,1.350,2.273,4.210,8.416,0.017
391,112,159.875,126.517,0,2.345,1.360,2.300,4.266,8.505,0.014
391,113,159.868,125.705,0,2.184,1.385,2.379,4.480,9.063,0.018
391,114,160.008,124.745,0,2.245,1.427,2.538,4.978,10.532,0.018
391,115,160.063,123.842,0,2.202,1.435,2.572,5.107,10.978,0.013
391,116,159.974,123.112,0,2.130,1.409,2.492,4.896,10.446,0.013
391,117,159.973,122.376,0,2.331,1.411,2.478,4.792,9.996,0.013
391,118,159.972,121.505,0,2.265,1.402,2.429,4.604,9.347,0.012
391,119,159.992,120.651,0,2.221,1.408,2.462,4.730,9.769,0.021
391,120,160.098,119.865,0,2.325,1.417,2.510,4.919,10.436,0.015
391,121,160.057,119.224,0,2.300,1.414,2.482,4.793,9.973,0.018
391,122,160.086,118.468,0,2.176,1.366,2.320,4.323,8.651,0.013
391,123,160.114,117.675,0,2.237,1.393,2.412,4.595,9.424,0.019
391,124,160.170,116.849,0,2.138,1.378,2.378,4.545,9.423,0.020
391,125,160.180,116.204,0,2.166,1.395,2.424,4.650,9.656,0.015
391,126,160.223,115.428,0,2.304,1.335,2.214,4.023,7.862,0.020
391,127,160.337,114.714,0,2.254,1.333,2.214,4.042,7.955,0.031
392,32,110.720,167.582,0,1.147,1.175,1.746,2.835,4.975,0.018
392,33,110.456,166.674,0,1.117,1.161,1.704,2.731,4.730,0.014
392,34,110.254,165.696,0,1.086,1.166,1.731,2.823,5.011,0.017
392,35,110.224,164.793,0,1.177,1.167,1.736,2.831,5.003,0.022
392,36,110.167,164.006,0,1.241,1.258,2.012,3.549,6.787,0.016
392,37,109.916,163.034,0,1.210,1.261,2.019,3.569,6.843,0.024
392,38,109.847,162.223,0,1.219,1.205,1.838,3.069,5.535,0.024
392,39,109.912,161.312,0,1.201,1.250,1.976,3.436,6.475,0.015
392,41,109.850,159.216,0,1.154,1.203,1.835,3.065,5.530,0.015
392,42,110.028,158.245,0,1.197,1.228,1.924,3.324,6.233,0.012
392,43,110.118,157.069,0,1.179,1.237,1.942,3.340,6.184,0.018
392,44,110.356,156.039,0,1.195,1.211,1.865,3.154,5.762,0.020
392,45,110.630,155.015,0,1.258,1.255,1.997,3.494,6.610,0.015
392,46,108.437,166.394,0,3.911,1.728,3.551,7.945,18.902,0.015
392,47,108.599,165.269,0,3.740,1.720,3.522,7.852,18.620,0.007
392,48,108.704,164.184,0,3.673,1.709,3.484,7.746,18.338,0.011
392,49,109.283,163.128,0,3.778,1.715,3.518,7.879,18.800,0.016
392,50,109.350,161.817,0,3.797,1.727,3.544,7.913,18.778,0.010
392,51,109.389,160.636,0,3.746,1.707,3.472,7.691,18.124,0.012
392,52,109.412,159.679,0,3.825,1.724,3.530,7.863,18.610,0.014
392,53,109.357,158.637,0,4.040,1.721,3.521,7.834,18.535,0.012
392,54,109.335,157.694,0,3.947,1.720,3.522,7.846,18.587,0.017
392,55,108.781,156.680,0,3.792,1.728,3.548,7.924,18.810,0.008
392,56,108.769,155.696,0,3.897,1.705,3.464,7.662,18.034,0.011
392,57,108.682,154.781,0,3.930,1.713,3.497,7.767,18.343,0.014
392,58,108.656,153.812,0,3.808,1.719,3.516,7.822,18.501,0.008
392,59,108.565,152.894,0,3.912,1.717,3.513,7.830,18.567,0.009
392,60,108.461,152.154,0,3.948,1.727,3.558,7.989,19.097,0.013
392,61,108.351,151.271,0,4.007,1.718,3.520,7.865,18.710,0.022
392,62,108.367,150.323,0,3.910,1.722,3.535,7.907,18.826,0.011
392,63,108.325,149.274,0,3.949,1.726,3.548,7.942,18.909,0.014
392,64,108.434,148.333,0,3.938,1.725,3.539,7.901,18.752,0.015
392,65,108.341,147.357,0,3.980,1.721,3.524,7.859,18.645,0.011
392,66,108.369,146.390,0,4.066,1.697,3.441,7.613,17.941,0.030
392,67,108.468,145.473,0,4.025,1.721,3.521,7.838,18.553,0.016
392,68,108.391,144.405,0,3.984,1.711,3.484,7.724,18.220,0.016
392,69,108.434,143.483,0,3.969,1.714,3.498,7.772,18.371,0.011
392,70,108.459,142.432,0,3.960,1.707,3.476,7.706,18.182,0.017
392,71,108.548,141.363,0,3.980,1.704,3.464,7.669,18.069,0.018
392,72,108.459,140.421,0,4.007,1.709,3.476,7.698,18.135,0.012
392,73,108.508,139.438,0,3.915,1.710,3.482,7.723,18.224,0.015
392,74,108.431,138.437,0,3.888,1.728,3.549,7.936,18.867,0.012
392,75,108.456,137.400,0,3.982,1.720,3.519,7.838,18.567,0.017
392,76,108.441,136.352,0,3.854,1.704,3.469,7.702,18.213,0.013
392,77,108.415,135.359,0,4.033,1.730,3.558,7.957,18.912,0.013
392,78,108.425,134.380,0,3.870,1.704,3.465,7.672,18.077,0.016
392,79,108.336,133.373,0,4.021,1.720,3.523,7.856,18.634,0.013
392,80,108.346,132.391,0,3.898,1.697,3.443,7.616,17.946,0.014
392,81,107.837,131.444,0,3.886,1.679,3.380,7.429,17.415,0.019
392,82,107.847,130.545,0,3.987,1.692,3.422,7.542,17.700,0.020
392,83,108.339,129.483,0,4.068,1.708,3.482,7.737,18.303,0.017
392,84,108.350,128.458,0,4.016,1.710,3.480,7.713,18.182,0.020
392,85,108.333,127.586,0,4.063,1.704,3.462,7.656,18.013,0.023
392,86,108.376,126.649,0,4.058,1.706,3.469,7.680,18.089,0.022
392,87,108.395,125.726,0,4.117,1.709,3.483,7.732,18.267,0.024
392,88,108.356,124.808,0,4.022,1.712,3.494,7.765,18.364,0.017
392,89,108.422,123.822,0,3.993,1.716,3.513,7.836,18.601,0.011
392,90,108.447,122.850,0,3.964,1.722,3.533,7.890,18.741,0.012
392,91,108.406,122.164,0,3.947,1.716,3.516,7.855,18.683,0.014
392,92,108.426,121.168,0,4.070,1.715,3.512,7.840,18.638,0.015
392,93,108.394,120.248,0,4.158,1.712,3.502,7.811,18.548,0.021
392,94,108.330,119.341,0,4.203,1.717,3.512,7.826,18.559,0.021
392,95,108.379,118.403,0,4.195,1.704,3.463,7.665,18.054,0.036
392,96,107.799,117.555,0,3.936,1.702,3.452,7.627,17.934,0.014
392,97,107.800,116.562,0,3.931,1.693,3.429,7.571,17.806,0.013
