Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
64,90,107.181,102.548,0,4.362,1.678,3.373,7.395,17.277,0.043
64,91,107.155,101.591,0,4.415,1.678,3.374,7.402,17.309,0.039
64,92,107.143,100.644,0,4.453,1.685,3.397,7.466,17.478,0.038
64,93,107.171,99.607,0,4.634,1.668,3.342,7.310,17.055,0.026
64,94,106.802,98.687,0,4.367,1.671,3.344,7.298,16.973,0.034
64,95,106.748,97.755,0,4.311,1.684,3.389,7.429,17.341,0.050
64,96,106.657,96.805,0,4.557,1.694,3.423,7.529,17.619,0.043
64,97,106.689,96.190,0,4.385,1.702,3.450,7.610,17.849,0.047
64,98,106.601,95.242,0,4.500,1.673,3.350,7.309,16.989,0.045
64,99,106.485,94.363,0,4.637,1.661,3.308,7.186,16.633,0.030
64,100,106.453,93.384,0,4.492,1.681,3.375,7.382,17.184,0.032
64,101,106.412,92.401,0,4.604,1.673,3.345,7.289,16.913,0.031
64,102,106.332,91.538,0,4.558,1.665,3.318,7.211,16.696,0.029
64,103,106.312,90.653,0,4.412,1.662,3.311,7.198,16.687,0.041
64,104,106.262,90.083,0,4.298,1.664,3.332,7.288,17.015,0.043
64,105,106.196,88.818,0,4.237,1.691,3.417,7.530,17.669,0.029
64,106,106.208,87.846,0,4.325,1.690,3.417,7.538,17.712,0.037
64,107,106.198,87.260,0,4.437,1.661,3.308,7.189,16.656,0.030
64,108,106.206,86.447,0,4.456,1.692,3.419,7.531,17.659,0.034
64,109,106.204,85.531,0,4.431,1.678,3.369,7.378,17.212,0.043
64,110,106.232,84.648,0,4.459,1.688,3.402,7.472,17.467,0.049
64,111,106.258,83.749,0,4.530,1.684,3.390,7.435,17.363,0.045
64,112,106.276,82.855,0,4.455,1.677,3.371,7.390,17.265,0.043
64,113,106.436,82.225,0,4.648,1.670,3.342,7.291,16.951,0.051
64,114,106.397,81.382,0,4.497,1.677,3.366,7.366,17.166,0.035
64,115,106.327,80.500,0,4.452,1.678,3.363,7.340,17.052,0.048
64,116,106.352,79.628,0,4.597,1.667,3.328,7.240,16.780,0.031
64,117,106.377,78.804,0,4.598,1.683,3.386,7.421,17.315,0.039
64,118,106.403,78.195,0,4.468,1.667,3.328,7.246,16.816,0.041
64,119,106.361,77.295,0,4.511,1.673,3.349,7.310,16.998,0.053
64,120,106.363,76.432,0,4.517,1.688,3.401,7.467,17.455,0.037
64,121,106.409,75.629,0,4.551,1.684,3.385,7.412,17.269,0.046
64,122,106.421,74.757,0,4.578,1.678,3.366,7.358,17.127,0.041
64,123,106.466,74.246,0,4.759,1.682,3.381,7.403,17.260,0.031
64,124,106.395,73.437,0,4.678,1.673,3.351,7.317,17.020,0.037
64,125,106.488,72.592,0,4.666,1.661,3.305,7.177,16.610,0.035
64,126,106.553,72.161,0,4.586,1.661,3.307,7.184,16.641,0.037
64,127,106.610,71.370,0,4.597,1.666,3.326,7.240,16.792,0.025
65,0,192.298,149.081,0,3.589,1.650,3.273,7.091,16.391,0.052
65,1,192.343,152.241,0,3.748,1.622,3.167,6.753,15.372,0.033
65,2,192.408,155.328,0,3.752,1.623,3.172,6.771,15.427,0.044
65,3,192.513,158.535,0,3.886,1.637,3.219,6.907,15.804,0.030
65,4,192.594,161.723,0,3.634,1.658,3.292,7.130,16.453,0.036
65,5,192.601,164.861,0,3.560,1.645,3.251,7.012,16.131,0.037
65,6,192.697,168.257,0,3.740,1.630,3.199,6.859,15.703,0.037
65,7,192.635,171.335,0,3.767,1.623,3.174,6.775,15.437,0.028
65,8,192.825,174.146,0,3.547,1.641,3.249,7.037,16.290,0.044
65,9,192.813,176.582,0,3.718,1.618,3.157,6.734,15.342,0.050
65,10,192.883,179.207,0,3.680,1.630,3.216,6.956,16.103,0.056
65,11,193.275,181.074,0,3.745,1.654,3.291,7.153,16.595,0.044
65,12,193.316,182.233,0,3.835,1.647,3.257,7.032,16.192,0.046
65,13,193.310,183.159,0,3.974,1.642,3.246,7.010,16.165,0.032
65,14,193.342,183.750,0,4.032,1.634,3.211,6.888,15.762,0.037
65,15,193.372,183.868,0,3.858,1.656,3.292,7.137,16.497,0.043
65,16,193.311,183.423,0,3.774,1.636,3.214,6.887,15.733,0.040
65,17,193.416,182.198,0,3.848,1.638,3.225,6.935,15.910,0.051
65,18,193.376,180.245,0,3.852,1.634,3.209,6.876,15.717,0.036
65,19,193.434,178.187,0,3.647,1.660,3.306,7.183,16.644,0.040
65,20,193.554,175.776,0,3.736,1.640,3.227,6.929,15.861,0.044
65,21,193.858,173.552,0,3.901,1.655,3.286,7.127,16.491,0.040
65,22,194.172,171.385,0,3.813,1.655,3.287,7.125,16.469,0.040
65,23,193.921,169.402,0,3.836,1.674,3.365,7.390,17.319,0.048
65,24,194.261,167.564,0,3.735,1.671,3.342,7.283,16.901,0.042
65,25,194.214,166.281,0,4.022,1.659,3.300,7.162,16.570,0.040
65,26,194.290,164.674,0,3.959,1.665,3.321,7.219,16.716,0.041
65,27,194.272,163.550,0,4.152,1.660,3.302,7.157,16.533,0.039
65,28,194.270,162.504,0,4.143,1.656,3.285,7.104,16.373,0.031
65,29,194.265,161.456,0,3.908,1.649,3.264,7.051,16.242,0.041
65,30,193.953,160.444,0,3.879,1.627,3.201,6.894,15.880,0.048
65,31,193.898,159.570,0,3.863,1.642,3.251,7.043,16.304,0.063
65,32,193.929,158.665,0,4.031,1.644,3.258,7.065,16.369,0.048
65,33,193.918,157.845,0,3.909,1.657,3.312,7.241,16.910,0.037
65,34,193.969,157.196,0,3.743,1.639,3.256,7.093,16.544,0.036
65,35,194.366,156.298,0,4.161,1.644,3.244,6.984,16.039,0.037
65,36,194.366,155.512,0,4.087,1.638,3.221,6.910,15.804,0.053
65,37,194.386,154.631,0,4.141,1.662,3.308,7.174,16.570,0.047
65,38,194.323,154.131,0,4.089,1.649,3.269,7.076,16.341,0.042
65,39,194.311,153.216,0,4.068,1.674,3.352,7.313,16.992,0.041
65,40,194.329,152.212,0,4.287,1.660,3.302,7.159,16.535,0.042
65,41,194.387,151.331,0,4.073,1.652,3.272,7.065,16.256,0.036
65,42,194.385,150.229,0,3.978,1.645,3.247,6.995,16.068,0.044
65,43,194.499,148.761,0,3.901,1.647,3.253,7.001,16.057,0.042
65,44,194.568,147.614,0,3.928,1.644,3.240,6.956,15.910,0.058
65,45,194.699,146.437,0,4.136,1.630,3.198,6.852,15.668,0.034
65,46,194.794,145.239,0,3.805,1.624,3.180,6.812,15.600,0.049
65,47,194.943,143.785,0,3.952,1.650,3.285,7.161,16.680,0.055
65,48,195.274,142.631,0,4.191,1.652,3.269,7.052,16.208,0.032
65,49,195.393,141.429,0,3.953,1.645,3.249,6.997,16.065,0.037
65,50,195.439,140.222,0,4.080,1.655,3.282,7.101,16.375,0.044
65,51,195.460,139.227,0,3.905,1.650,3.267,7.056,16.250,0.049
65,52,195.479,138.200,0,4.052,1.670,3.335,7.260,16.838,0.051
65,53,195.492,137.261,0,4.042,1.661,3.305,7.172,16.587,0.033
65,54,195.454,136.239,0,4.164,1.650,3.263,7.040,16.192,0.044
65,55,195.362,135.355,0,4.305,1.642,3.238,6.968,15.992,0.039
65,56,195.320,134.429,0,4.424,1.658,3.292,7.125,16.424,0.038
65,57,195.207,133.593,0,4.184,1.655,3.285,7.106,16.380,0.047
65,58,194.894,132.721,0,4.032,1.659,3.312,7.225,16.824,0.044
65,59,194.754,131.795,0,4.135,1.637,3.228,6.957,16.007,0.055
65,60,194.746,131.176,0,4.071,1.666,3.334,7.284,16.979,0.043
65,61,194.635,130.315,0,4.241,1.644,3.240,6.966,15.964,0.046
65,62,194.584,129.375,0,4.263,1.650,3.259,7.015,16.085,0.035
65,63,194.561,128.369,0,4.115,1.643,3.240,6.967,15.969,0.050
65,64,194.563,127.469,0,4.148,1.626,3.179,6.781,15.433,0.049
65,65,194.617,126.549,0,4.312,1.632,3.198,6.833,15.565,0.028
65,66,194.565,125.525,0,4.238,1.653,3.275,7.074,16.281,0.039
65,67,194.587,124.476,0,4.144,1.617,3.148,6.695,15.201,0.032
65,68,194.605,123.439,0,4.388,1.633,3.204,6.860,15.669,0.029
65,69,194.632,122.507,0,4.260,1.623,3.165,6.734,15.277,0.032
65,70,194.679,121.456,0,4.082,1.664,3.317,7.208,16.692,0.047
65,71,194.609,120.392,0,4.273,1.634,3.208,6.870,15.689,0.035
65,72,194.724,119.372,0,4.186,1.633,3.203,6.861,15.677,0.044
65,73,194.657,118.403,0,4.161,1.631,3.196,6.839,15.613,0.044
65,74,194.596,117.396,0,3.993,1.656,3.285,7.100,16.351,0.044
65,75,194.551,116.352,0,4.073,1.638,3.218,6.897,15.761,0.044
65,76,194.595,115.385,0,4.177,1.632,3.198,6.836,15.582,0.038
65,77,194.561,114.410,0,4.088,1.633,3.205,6.864,15.679,0.051
65,78,194.530,113.403,0,4.226,1.667,3.317,7.191,16.595,0.038
65,79,194.520,112.443,0,4.287,1.635,3.209,6.871,15.687,0.038
65,80,194.449,111.527,0,4.268,1.633,3.200,6.837,15.577,0.038
65,81,194.481,110.617,0,4.311,1.626,3.179,6.782,15.431,0.030
65,82,194.507,109.761,0,4.170,1.655,3.279,7.076,16.260,0.042
65,83,194.548,108.685,0,4.212,1.629,3.194,6.837,15.612,0.036
65,84,194.506,108.123,0,4.162,1.629,3.196,6.853,15.693,0.044
65,85,194.584,107.138,0,4.250,1.635,3.218,6.922,15.896,0.043
65,86,194.584,106.248,0,4.239,1.635,3.214,6.901,15.817,0.044
65,87,194.634,105.290,0,4.061,1.631,3.195,6.829,15.572,0.045
65,88,194.697,104.309,0,4.205,1.634,3.209,6.875,15.716,0.036
65,89,194.647,103.390,0,4.292,1.641,3.229,6.928,15.842,0.039
65,90,194.642,102.476,0,4.206,1.633,3.203,6.850,15.620,0.045
65,91,194.701,101.564,0,4.289,1.649,3.264,7.045,16.212,0.052
65,92,194.612,100.562,0,4.223,1.630,3.197,6.847,15.649,0.055
65,93,194.645,99.684,0,4.378,1.637,3.218,6.897,15.761,0.038
65,94,194.584,98.804,0,4.277,1.625,3.174,6.762,15.363,0.039
65,95,194.541,97.798,0,4.222,1.650,3.264,7.034,16.150,0.047
65,96,194.450,96.807,0,4.317,1.648,3.255,7.012,16.096,0.050
65,97,194.401,96.184,0,4.206,1.666,3.321,7.216,16.702,0.048
65,98,194.313,95.270,0,4.340,1.654,3.276,7.071,16.256,0.050
65,99,194.257,94.400,0,4.389,1.653,3.273,7.067,16.253,0.031
65,100,193.967,93.501,0,3.950,1.635,3.227,6.967,16.075,0.047
65,101,193.912,92.512,0,4.084,1.630,3.205,6.895,15.850,0.045
65,102,193.869,91.622,0,4.021,1.628,3.197,6.858,15.709,0.052
65,103,193.797,90.759,0,4.137,1.647,3.261,7.053,16.277,0.046
65,104,193.801,90.198,0,4.152,1.633,3.216,6.931,15.965,0.058
65,105,193.760,89.322,0,3.984,1.623,3.175,6.786,15.496,0.054
65,106,193.772,88.450,0,3.834,1.662,3.316,7.221,16.759,0.032
65,107,193.795,87.485,0,4.110,1.653,3.282,7.114,16.452,0.045
65,108,193.768,86.574,0,4.256,1.640,3.229,6.934,15.874,0.049
65,109,193.754,85.722,0,4.376,1.630,3.202,6.874,15.762,0.039
65,110,193.777,84.832,0,4.176,1.651,3.279,7.117,16.485,0.044
65,111,193.835,84.234,0,4.306,1.654,3.289,7.144,16.561,0.052
65,112,193.859,83.392,0,4.255,1.636,3.220,6.921,15.877,0.044
65,113,193.905,82.514,0,4.367,1.639,3.234,6.972,16.051,0.041
65,114,193.918,81.584,0,4.238,1.639,3.235,6.984,16.107,0.040
65,115,193.892,80.746,0,4.141,1.658,3.303,7.192,16.706,0.034
65,116,193.922,80.146,0,4.142,1.658,3.315,7.255,16.969,0.039
65,117,193.925,79.261,0,4.281,1.643,3.257,7.065,16.382,0.041
65,118,194.168,78.465,0,4.345,1.636,3.223,6.935,15.934,0.044
65,119,194.218,77.585,0,4.444,1.675,3.355,7.324,17.026,0.049
65,120,193.915,76.708,0,3.890,1.639,3.239,7.007,16.194,0.040
65,121,193.989,76.119,0,4.081,1.638,3.253,7.094,16.570,0.046
65,122,193.962,75.282,0,4.186,1.640,3.246,7.035,16.297,0.050
65,123,194.266,74.464,0,4.347,1.664,3.316,7.201,16.660,0.050
65,124,194.349,73.672,0,4.340,1.652,3.267,7.038,16.143,0.046
65,125,194.313,73.137,0,4.306,1.660,3.303,7.170,16.593,0.033
65,126,194.370,72.212,0,4.318,1.629,3.191,6.824,15.569,0.044
65,127,194.453,71.435,0,4.384,1.639,3.224,6.917,15.825,0.040
66,0,64.769,152.012,0,2.084,1.329,2.225,4.118,8.265,0.016
66,1,64.928,155.260,0,2.055,1.333,2.232,4.127,8.254,0.018
66,2,64.923,158.526,0,2.079,1.321,2.184,3.963,7.742,0.015
66,3,64.959,161.616,0,2.100,1.341,2.240,4.094,8.018,0.020
66,4,65.049,164.794,0,2.017,1.364,2.318,4.338,8.759,0.021
66,5,65.143,168.000,0,2.132,1.371,2.370,4.560,9.562,0.020
66,6,65.247,171.365,0,2.067,1.326,2.187,3.948,7.649,0.008
66,7,65.432,174.474,0,2.099,1.284,2.054,3.587,6.712,0.005
66,8,65.307,177.311,0,1.980,1.298,2.095,3.691,6.957,0.014
66,9,65.164,180.102,0,1.998,1.335,2.226,4.074,8.030,0.023
66,10,64.969,182.442,0,2.031,1.361,2.312,4.321,8.704,0.022
66,11,64.896,184.028,0,2.181,1.360,2.327,4.413,9.075,0.021
66,12,64.793,184.936,0,2.273,1.357,2.303,4.312,8.726,0.017
66,13,64.806,185.574,0,2.144,1.316,2.164,3.901,7.565,0.014
66,14,64.907,186.248,0,2.193,1.326,2.208,4.059,8.074,0.016
66,15,65.007,186.395,0,2.338,1.364,2.326,4.367,8.841,0.019
66,16,64.953,185.667,0,2.095,1.351,2.272,4.185,8.273,0.023
66,17,64.890,184.257,0,2.127,1.331,2.226,4.113,8.231,0.020
66,18,64.749,182.300,0,2.139,1.314,2.165,3.931,7.720,0.015
66,19,64.713,179.965,0,2.076,1.338,2.245,4.156,8.329,0.015
66,20,64.903,177.961,0,1.867,1.357,2.335,4.470,9.317,0.017
66,21,65.339,175.532,0,2.178,1.297,2.094,3.685,6.940,0.010
66,22,65.767,173.637,0,1.991,1.309,2.146,3.862,7.485,0.013
66,23,66.172,171.824,0,2.103,1.343,2.258,4.187,8.404,0.019
66,24,66.378,170.524,0,2.218,1.334,2.205,3.976,7.667,0.010
66,25,66.759,169.293,0,2.146,1.324,2.198,4.019,7.942,0.014
66,26,66.957,168.288,0,2.189,1.345,2.266,4.204,8.422,0.014
66,27,67.117,167.493,0,2.409,1.333,2.205,3.984,7.703,0.008
66,28,67.225,166.663,0,2.272,1.310,2.132,3.788,7.197,0.011
66,29,67.221,165.998,0,2.065,1.363,2.327,4.387,8.941,0.018
66,30,67.229,165.034,0,2.220,1.377,2.384,4.586,9.605,0.024
66,31,67.075,164.196,0,2.150,1.388,2.419,4.657,9.689,0.018
66,32,67.097,163.218,0,2.255,1.365,2.302,4.225,8.264,0.021
66,33,66.844,162.398,0,2.302,1.314,2.160,3.900,7.591,0.011
66,34,66.755,161.464,0,2.405,1.328,2.191,3.950,7.631,0.013
66,35,66.480,160.377,0,2.346,1.306,2.119,3.754,7.117,0.010
66,36,66.299,159.411,0,2.492,1.312,2.136,3.793,7.194,0.006
66,37,66.244,158.549,0,2.407,1.319,2.157,3.844,7.315,0.008
66,38,66.048,157.662,0,2.181,1.341,2.241,4.103,8.069,0.013
66,39,65.952,156.682,0,2.302,1.334,2.222,4.053,7.940,0.011
66,40,66.024,155.708,0,2.331,1.359,2.303,4.287,8.591,0.011
66,41,66.142,154.673,0,2.301,1.349,2.262,4.158,8.212,0.017
66,42,66.194,153.604,0,2.273,1.326,2.188,3.946,7.630,0.015
66,43,66.501,152.477,0,2.298,1.311,2.139,3.816,7.303,0.015
66,44,66.682,151.539,0,2.161,1.284,2.059,3.610,6.800,0.013
66,45,66.825,150.681,0,2.311,1.299,2.104,3.720,7.043,0.011
66,46,67.071,149.655,0,2.200,1.338,2.228,4.065,7.967,0.021
66,47,67.339,148.557,0,2.249,1.314,2.143,3.806,7.222,0.015
66,48,67.610,147.594,0,2.157,1.295,2.090,3.685,6.968,0.009
66,49,67.778,146.521,0,2.228,1.327,2.197,3.987,7.783,0.021
66,50,67.931,145.363,0,2.106,1.318,2.181,3.980,7.852,0.021
66,51,67.930,144.328,0,2.272,1.350,2.282,4.255,8.572,0.016
66,52,67.982,143.292,0,2.347,1.344,2.269,4.232,8.539,0.015
66,53,67.926,142.273,0,2.322,1.375,2.361,4.465,9.114,0.021
66,54,67.844,141.184,0,2.339,1.353,2.290,4.269,8.589,0.026
66,55,67.813,140.117,0,2.317,1.328,2.219,4.101,8.223,0.014
66,56,67.661,139.114,0,2.435,1.329,2.210,4.044,7.983,0.013
66,57,67.478,138.170,0,2.278,1.334,2.220,4.063,8.018,0.021
66,58,67.359,137.262,0,2.330,1.321,2.167,3.878,7.422,0.019
66,59,67.141,136.277,0,2.299,1.343,2.229,4.028,7.752,0.019
66,60,67.070,135.310,0,2.316,1.368,2.351,4.467,9.181,0.023
66,61,66.933,134.444,0,2.369,1.326,2.204,4.029,7.944,0.012
66,62,66.871,133.523,0,2.367,1.319,2.172,3.921,7.610,0.010
66,63,66.970,132.512,0,2.288,1.336,2.232,4.099,8.107,0.018
66,64,66.810,131.581,0,2.338,1.314,2.152,3.858,7.423,0.011
66,65,66.909,130.639,0,2.293,1.319,2.169,3.905,7.540,0.012
66,66,66.957,129.586,0,2.269,1.340,2.238,4.088,8.011,0.021
66,67,67.030,128.587,0,2.301,1.358,2.309,4.327,8.758,0.024
66,68,66.988,127.624,0,2.203,1.340,2.242,4.118,8.136,0.023
66,69,67.133,126.674,0,2.436,1.342,2.237,4.081,7.991,0.017
66,70,67.138,125.700,0,2.307,1.328,2.200,3.998,7.815,0.021
66,71,67.212,124.624,0,2.505,1.345,2.240,4.073,7.928,0.020
66,72,67.211,123.660,0,2.300,1.313,2.144,3.824,7.307,0.019
66,73,67.207,122.689,0,2.335,1.332,2.201,3.978,7.706,0.014
66,74,67.125,121.525,0,2.322,1.326,2.184,3.925,7.544,0.016
66,75,67.176,120.571,0,2.221,1.323,2.175,3.899,7.475,0.014
66,76,67.023,119.540,0,2.358,1.350,2.281,4.247,8.537,0.020
66,77,67.062,118.639,0,2.454,1.363,2.307,4.278,8.517,0.016
66,78,67.030,117.615,0,2.148,1.368,2.339,4.398,8.908,0.023
66,79,66.948,116.557,0,2.287,1.345,2.253,4.136,8.152,0.016
66,80,66.928,115.500,0,2.352,1.337,2.231,4.087,8.055,0.019
66,81,66.929,114.611,0,2.265,1.313,2.153,3.869,7.462,0.012
66,82,66.986,113.548,0,2.387,1.352,2.279,4.215,8.382,0.023
66,83,66.934,112.582,0,2.382,1.327,2.198,3.991,7.790,0.016
66,84,66.975,111.763,0,2.522,1.386,2.392,4.545,9.306,0.025
66,85,66.901,110.801,0,2.400,1.319,2.172,3.916,7.571,0.014
66,86,66.964,109.752,0,2.268,1.364,2.325,4.360,8.817,0.021
66,87,67.025,108.840,0,2.364,1.394,2.430,4.674,9.706,0.016
66,88,67.077,107.913,0,2.370,1.357,2.303,4.319,8.766,0.021
66,89,67.149,106.942,0,2.426,1.375,2.367,4.512,9.333,0.017
66,90,67.137,106.107,0,2.281,1.357,2.284,4.197,8.248,0.023
66,91,67.126,105.215,0,2.309,1.377,2.338,4.320,8.510,0.025
66,92,67.159,104.279,0,2.299,1.335,2.208,3.974,7.626,0.017
66,93,67.102,103.326,0,2.312,1.345,2.236,4.044,7.793,0.016
66,94,67.101,102.426,0,2.377,1.340,2.219,4.003,7.697,0.016
66,95,67.127,101.441,0,2.324,1.335,2.204,3.963,7.597,0.017
66,96,66.942,100.507,0,2.280,1.320,2.179,3.945,7.680,0.026
66,97,66.815,99.700,0,2.480,1.322,2.171,3.889,7.446,0.010
66,98,66.667,98.742,0,2.427,1.320,2.159,3.848,7.322,0.015
66,99,66.633,97.943,0,2.319,1.342,2.253,4.165,8.323,0.018
66,100,66.611,96.995,0,2.160,1.349,2.289,4.300,8.773,0.017
66,101,66.540,95.922,0,2.373,1.327,2.196,3.981,7.760,0.017
66,102,66.442,95.047,0,2.307,1.342,2.246,4.129,8.169,0.016
66,103,66.363,94.192,0,2.285,1.312,2.149,3.853,7.418,0.014
66,104,66.261,93.263,0,2.208,1.325,2.176,3.892,7.430,0.013
66,105,66.213,92.475,0,2.311,1.302,2.109,3.727,7.041,0.013
66,106,66.277,91.599,0,2.444,1.323,2.170,3.880,7.416,0.016
66,107,66.233,90.778,0,2.315,1.326,2.195,3.985,7.788,0.016
66,108,66.218,89.935,0,2.237,1.338,2.247,4.169,8.389,0.029
66,109,66.237,89.078,0,2.143,1.327,2.194,3.964,7.669,0.021
66,110,66.219,88.147,0,2.391,1.342,2.237,4.075,7.944,0.016
66,111,66.287,87.262,0,2.480,1.337,2.218,4.015,7.772,0.014
66,112,66.220,86.463,0,2.455,1.316,2.148,3.821,7.260,0.012
66,113,66.307,85.734,0,2.349,1.313,2.142,3.813,7.270,0.013
66,114,66.432,84.897,0,2.219,1.310,2.149,3.879,7.566,0.022
66,115,66.407,83.985,0,2.358,1.349,2.275,4.230,8.511,0.019
66,116,66.427,83.201,0,2.334,1.323,2.182,3.947,7.680,0.021
66,117,66.290,82.399,0,2.461,1.309,2.127,3.769,7.135,0.010
66,118,66.406,81.512,0,2.305,1.283,2.052,3.583,6.703,0.015
66,119,66.456,80.716,0,2.385,1.290,2.073,3.634,6.821,0.007
66,120,66.524,79.898,0,2.364,1.331,2.203,3.997,7.791,0.012
66,121,66.459,79.164,0,2.381,1.305,2.130,3.811,7.340,0.014
66,122,66.507,78.372,0,2.425,1.299,2.107,3.736,7.116,0.011
66,123,66.552,77.695,0,2.549,1.314,2.142,3.804,7.218,0.007
66,124,66.596,76.919,0,2.243,1.342,2.254,4.172,8.347,0.024
66,125,66.601,76.223,0,2.436,1.325,2.197,4.011,7.907,0.016
66,126,66.649,75.548,0,2.339,1.294,2.091,3.698,7.028,0.015
66,127,66.717,74.821,0,2.311,1.314,2.157,3.876,7.488,0.028
67,0,132.403,153.631,0,4.141,1.751,3.634,8.194,19.614,0.021
67,1,132.440,156.671,0,3.997,1.754,3.643,8.221,19.685,0.011
67,2,132.438,160.261,0,3.954,1.756,3.651,8.239,19.725,0.011
67,3,132.576,163.450,0,4.071,1.744,3.606,8.103,19.333,0.019
67,4,132.562,166.530,0,3.825,1.740,3.596,8.084,19.309,0.014
67,5,132.656,169.722,0,3.820,1.735,3.576,8.011,19.067,0.010
67,6,132.622,172.791,0,3.858,1.743,3.606,8.105,19.342,0.012
67,7,133.163,176.251,0,3.623,1.715,3.506,7.807,18.492,0.021
67,8,132.701,178.710,0,3.915,1.724,3.532,7.872,18.642,0.019
67,9,132.615,181.490,0,3.906,1.757,3.650,8.232,19.699,0.010
67,10,132.597,183.657,0,4.126,1.719,3.519,7.844,18.594,0.028
67,11,132.659,185.471,0,4.189,1.733,3.566,7.981,18.975,0.019
67,12,132.638,186.607,0,4.057,1.745,3.608,8.103,19.317,0.014
67,13,132.658,187.630,0,4.210,1.737,3.583,8.031,19.118,0.026
67,14,132.721,188.397,0,4.080,1.747,3.619,8.150,19.485,0.015
67,15,133.105,188.461,0,3.927,1.718,3.519,7.847,18.608,0.012
67,16,132.652,187.664,0,4.157,1.709,3.482,7.725,18.234,0.033
67,17,132.722,186.367,0,4.101,1.731,3.562,7.972,18.958,0.020
67,18,132.656,184.361,0,3.917,1.751,3.630,8.178,19.548,0.008
67,19,132.652,182.413,0,3.896,1.734,3.575,8.016,19.099,0.021
67,20,132.790,179.815,0,3.722,1.741,3.604,8.118,19.436,0.013
67,21,133.390,178.160,0,3.990,1.728,3.552,7.946,18.895,0.027
67,22,133.595,175.706,0,4.052,1.725,3.545,7.927,18.849,0.028
67,23,134.145,173.761,0,3.864,1.734,3.573,8.005,19.055,0.019
67,24,134.329,172.435,0,3.884,1.736,3.576,8.012,19.072,0.015
67,25,134.411,171.191,0,4.111,1.732,3.570,8.005,19.074,0.018
67,26,134.546,170.115,0,4.074,1.733,3.573,8.014,19.104,0.015
67,27,134.486,168.657,0,4.207,1.732,3.562,7.970,18.947,0.012
67,28,134.534,167.682,0,4.246,1.735,3.575,8.010,19.067,0.016
67,29,134.556,167.140,0,4.145,1.736,3.583,8.039,19.162,0.012
67,30,134.529,166.258,0,4.236,1.737,3.583,8.034,19.137,0.014
67,31,134.544,165.291,0,4.071,1.751,3.631,8.180,19.556,0.012
67,32,134.383,164.318,0,4.218,1.740,3.588,8.040,19.125,0.013
67,33,134.380,163.388,0,4.230,1.741,3.595,8.069,19.228,0.020
67,34,134.374,162.567,0,4.235,1.731,3.560,7.961,18.919,0.017
67,35,134.311,161.686,0,4.247,1.721,3.526,7.864,18.642,0.020
67,36,134.263,160.733,0,4.096,1.738,3.589,8.055,19.209,0.012
67,37,134.197,159.807,0,4.112,1.727,3.553,7.955,18.941,0.019
67,38,133.784,159.261,0,3.999,1.726,3.549,7.941,18.888,0.015
67,39,134.226,158.313,0,4.079,1.741,3.599,8.095,19.339,0.015
67,40,133.704,156.872,0,4.056,1.743,3.612,8.142,19.500,0.009
67,41,134.281,156.284,0,4.190,1.726,3.549,7.944,18.913,0.018
67,42,133.849,154.868,0,4.094,1.716,3.515,7.845,18.628,0.012
67,43,134.399,154.209,0,4.365,1.715,3.507,7.811,18.507,0.033
67,44,134.395,152.742,0,4.331,1.736,3.581,8.034,19.149,0.020
67,45,134.495,151.691,0,4.279,1.727,3.549,7.937,18.872,0.024
67,46,134.677,150.611,0,4.212,1.739,3.589,8.051,19.183,0.015
67,47,134.746,149.504,0,4.124,1.730,3.559,7.965,18.940,0.015
67,48,135.296,148.427,0,4.157,1.733,3.571,8.005,19.069,0.017
67,49,135.379,147.364,0,4.040,1.752,3.635,8.190,19.586,0.012
67,50,135.415,146.306,0,4.042,1.743,3.607,8.111,19.373,0.016
67,51,135.468,144.717,0,4.145,1.724,3.539,7.904,18.770,0.020
67,52,135.462,143.701,0,4.269,1.728,3.549,7.931,18.837,0.020
67,53,135.515,142.713,0,4.328,1.743,3.602,8.086,19.270,0.020
67,54,135.417,141.729,0,4.434,1.736,3.581,8.031,19.138,0.024
67,55,135.349,140.752,0,4.462,1.726,3.543,7.911,18.777,0.022
67,56,135.331,139.829,0,4.314,1.737,3.590,8.073,19.289,0.041
67,57,135.314,139.292,0,4.269,1.721,3.529,7.880,18.711,0.027
67,58,135.168,138.432,0,4.382,1.724,3.538,7.901,18.761,0.028
67,59,134.694,137.380,0,4.294,1.750,3.627,8.165,19.512,0.061
67,60,135.061,136.527,0,4.191,1.714,3.509,7.829,18.588,0.031
67,61,134.549,135.538,0,4.410,1.740,3.595,8.075,19.266,0.045
67,62,134.522,134.586,0,4.466,1.730,3.560,7.973,18.986,0.034
67,63,134.521,133.552,0,4.454,1.748,3.624,8.162,19.513,0.075
67,64,134.512,132.634,0,4.427,1.724,3.537,7.899,18.749,0.040
67,65,134.494,131.683,0,4.519,1.730,3.555,7.950,18.888,0.047
67,66,134.574,130.717,0,4.409,1.741,3.599,8.088,19.303,0.084
67,67,134.578,129.644,0,4.349,1.752,3.637,8.198,19.614,0.078
67,68,134.643,128.610,0,4.437,1.758,3.654,8.246,19.738,0.121
67,69,134.623,127.635,0,4.440,1.735,3.573,8.001,19.034,0.077
67,70,134.627,126.622,0,4.374,1.736,3.578,8.022,19.108,0.045
67,71,134.605,125.681,0,4.314,1.747,3.620,8.153,19.496,0.027
67,72,134.627,124.616,0,4.316,1.754,3.641,8.212,19.655,0.033
